result,kpm,dpm,apm,dmgpm,wpm,earnedgpm,cspm,visiblewardclearrate,invisiblewardclearrate,goldat10,goldat15,csat10,csat15,xpat10,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,teambaronkills,teamtowerkills,side,herald,fd,fb,ft,firstmidouter,firsttothreetowers
0,0.05321507760532151,0.31929046563192903,0.15964523281596452,1411.6895787139688,3.2727272727272725,947.7073170731707,34.27050997782705,0.509090909090909,0.4594594594594595,15060.0,23575.0,330.0,538.0,19575.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0.0,1,1,1.0,0.0,0.0
0,0.20011117287381877,0.40022234574763754,0.500277932184547,1588.7493051695385,3.168426903835464,1047.1550861589774,34.95275152862701,0.5555555555555556,0.43661971830985913,15815.0,24578.0,341.0,537.0,19007.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,1,0,0.0,0.0,0.0
1,0.40022234574763754,0.20011117287381877,0.933852140077821,1676.7648693718731,3.86881600889383,1271.9132851584213,35.55308504724847,0.7317073170731707,0.35185185185185186,15862.0,24796.0,316.0,531.0,19117.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0,1.0,0,1,1.0,1.0,1.0
1,0.3561643835616438,0.0821917808219178,1.178082191780822,2288.219178082192,4.136986301369863,1300.3287671232877,36.16438356164383,0.7096774193548387,0.373134328358209,15989.0,25001.0,362.0,566.0,20014.0,0.0,0.0,3.0,1.0,0.0,1.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.0821917808219178,0.3561643835616438,0.3013698630136986,1378.986301369863,3.5342465753424657,1003.5616438356165,35.28767123287671,0.41304347826086957,0.3,15736.0,23850.0,347.0,550.0,19437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
1,0.3491755577109602,0.08729388942774005,1.1348205625606207,1966.7313288069836,4.306498545101843,1307.1270611057225,34.33559650824442,0.5925925925925926,0.4852941176470588,15768.0,25561.0,344.0,543.0,18829.0,0.0,1.0,1.0,3.0,0.0,1.0,11.0,1,1.0,1,0,1.0,1.0,1.0
0,0.08729388942774005,0.3491755577109602,0.2909796314258002,1559.650824442289,3.5499515033947624,837.2822502424831,28.95247332686712,0.5818181818181818,0.22857142857142856,14078.0,21358.0,284.0,469.0,17844.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,1,0.0,0.0,0.0
0,0.11577424023154849,0.4052098408104197,0.2604920405209841,1462.8075253256152,4.138929088277859,914.2518089725037,32.5904486251809,0.48333333333333334,0.358974358974359,15889.0,23186.0,318.0,493.0,18677.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0,1,0.0,0.0,0.0
1,0.4052098408104197,0.11577424023154849,1.3314037626628077,1553.8060781476122,4.486251808972504,1223.3111432706223,35.34008683068018,0.6511627906976745,0.36507936507936506,15213.0,25541.0,312.0,506.0,18240.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0,1.0,1,0,1.0,1.0,1.0
0,0.16096579476861167,0.7645875251509053,0.40241448692152915,1571.871227364185,3.1388329979879273,786.148893360161,29.175050301810863,0.5666666666666667,0.35714285714285715,15444.0,24186.0,331.0,490.0,18899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0.0,0.0,0.0
1,0.7645875251509053,0.16096579476861167,1.8108651911468812,2100.3621730382292,3.5010060362173037,1449.7706237424547,35.010060362173036,0.65625,0.5,15497.0,26047.0,328.0,523.0,19274.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,0,1.0,1,0,1.0,1.0,1.0
1,0.6125738850080602,0.19344438473938744,1.1284255776464267,2256.0773777538957,3.481998925308974,1461.6593229446532,37.431488447071466,0.6170212765957447,0.4074074074074074,16912.0,26671.0,365.0,574.0,19339.0,1.0,0.0,2.0,0.0,0.0,1.0,9.0,1,1.0,0,0,1.0,1.0,1.0
0,0.19344438473938744,0.6125738850080602,0.3868887694787749,1717.3670069854918,3.2563138097796887,896.0924234282645,31.112305212251478,0.6176470588235294,0.2777777777777778,15364.0,22955.0,317.0,514.0,18975.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0.0,0.0,0.0
0,0.16223524109959442,0.4867057232987832,0.40558810274898605,1898.801261829653,3.839567372690401,1019.3023884632717,32.55520504731861,0.46153846153846156,0.4050632911392405,15721.0,25003.0,311.0,493.0,18495.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0,0,0.0,0.0,0.0
1,0.4867057232987832,0.16223524109959442,1.1897251013970256,1714.5561063542136,3.5421360973411447,1345.4763406940062,34.69130238846327,0.6764705882352942,0.4189189189189189,16745.0,27308.0,343.0,542.0,19787.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0,1.0,1,1,1.0,1.0,1.0
1,0.28481012658227844,0.22151898734177214,0.6645569620253164,2070.727848101266,3.512658227848101,1268.6012658227846,36.89873417721519,0.7333333333333333,0.3770491803278688,15573.0,24287.0,340.0,545.0,19017.0,1.0,2.0,1.0,0.0,0.0,1.0,9.0,1,1.0,1,0,1.0,1.0,1.0
0,0.22151898734177214,0.28481012658227844,0.37974683544303794,1178.3544303797469,3.354430379746835,961.259493670886,31.645569620253163,0.5555555555555556,0.25757575757575757,14908.0,23407.0,290.0,479.0,17791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0
0,0.034582132564841495,0.34582132564841495,0.034582132564841495,1026.1210374639768,3.0086455331412103,861.0605187319884,33.648414985590776,0.275,0.3103448275862069,16233.0,24320.0,341.0,545.0,19670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0.0,0.0,0.0
1,0.34582132564841495,0.034582132564841495,0.7953890489913544,1706.9394812680114,4.046109510086455,1300.9106628242073,37.65994236311239,0.675,0.2978723404255319,14357.0,22933.0,308.0,528.0,17804.0,0.0,0.0,3.0,1.0,0.0,1.0,10.0,0,0.0,1,0,1.0,1.0,1.0
1,0.6315789473684211,0.19736842105263158,1.1842105263157896,2518.855263157895,3.868421052631579,1451.5263157894738,36.276315789473685,0.6060606060606061,0.26,15609.0,26487.0,326.0,527.0,18688.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,1,1.0,1,1,1.0,1.0,1.0
0,0.19736842105263158,0.6315789473684211,0.4736842105263158,1564.421052631579,3.2763157894736845,974.4078947368421,33.35526315789474,0.42424242424242425,0.2,15668.0,24664.0,343.0,538.0,19287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
1,0.640284570920409,0.45353490440195643,1.7607825700311248,2332.903512672299,3.7083148065807023,1228.6047132058693,31.614050689195196,0.625,0.4032258064516129,15594.0,24139.0,301.0,483.0,18594.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1,1.0,0,0,1.0,1.0,1.0
0,0.45353490440195643,0.6669630947087595,1.280569141840818,1758.0080035571364,4.001778568252557,1064.1316140506892,29.346376167185415,0.6363636363636364,0.36904761904761907,16830.0,26811.0,317.0,471.0,18705.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0.0,1,1,0.0,0.0,0.0
0,0.11571841851494695,0.43394406943105107,0.3182256509161041,1083.8187078109931,3.529411764705882,966.8910318225651,34.744455159112825,0.5510204081632653,0.2692307692307692,15826.0,24183.0,357.0,564.0,19165.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,1,0.0,1.0,0.0
1,0.43394406943105107,0.11571841851494695,0.8968177434908389,1359.0549662487945,4.310511089681774,1350.4686595949856,36.827386692381864,0.7037037037037037,0.4264705882352941,15074.0,22927.0,323.0,526.0,18896.0,2.0,2.0,0.0,0.0,0.0,1.0,11.0,0,0.0,0,0,1.0,0.0,1.0
1,0.547112462006079,0.0364741641337386,0.7659574468085106,1303.258358662614,3.7933130699088142,1586.5167173252278,43.440729483282674,0.7391304347826086,0.24390243902439024,17139.0,28411.0,354.0,590.0,20094.0,0.0,0.0,1.0,2.0,0.0,1.0,11.0,1,0.0,1,1,1.0,1.0,1.0
0,0.0364741641337386,0.547112462006079,0.0364741641337386,930.966565349544,3.9756838905775074,880.8875379939209,33.33738601823708,0.3191489361702128,0.3508771929824561,15421.0,23746.0,343.0,517.0,18579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0.0,0.0,0.0
0,0,0.4903677758318739,0.0,771.5936952714536,2.87215411558669,806.4588441330998,32.25919439579685,0.3333333333333333,0.20689655172413793,15283.0,22884.0,335.0,525.0,18285.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0
1,0.4903677758318739,0.0,1.4010507880910683,1368.0210157618214,3.2924693520140105,1399.4886164623467,39.68476357267951,0.7575757575757576,0.3673469387755102,16221.0,27256.0,352.0,573.0,19665.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,0,0.0,0,1,1.0,1.0,1.0
0,0.4506760140210316,0.5408112168252379,1.0816224336504758,1731.016524787181,4.476715072608914,1091.1947921882825,31.036554832248374,0.4,0.29310344827586204,16298.0,24850.0,303.0,467.0,17591.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0,0,0.0,1.0,0.0
1,0.5408112168252379,0.4506760140210316,1.442163244867301,2544.63695543315,3.3950926389584377,1365.1156735102657,31.997996995493242,0.47540983606557374,0.3466666666666667,16167.0,26165.0,340.0,499.0,19066.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,0,1.0,1,1,1.0,0.0,1.0
1,0.6701940035273368,0.31746031746031744,1.4462081128747795,2458.6596119929454,3.2098765432098766,1374.5961199294534,33.72134038800705,0.6904761904761905,0.3584905660377358,16742.0,25319.0,327.0,539.0,19282.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,1,1.0,0,1,1.0,1.0,1.0
0,0.31746031746031744,0.6701940035273368,0.8465608465608465,1698.8359788359787,3.7742504409171076,971.2098765432099,31.499118165784832,0.4186046511627907,0.3541666666666667,15067.0,23744.0,299.0,514.0,18037.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0.0
0,0.1618705035971223,0.4316546762589928,0.35071942446043164,1553.956834532374,3.5881294964028774,1034.546762589928,33.96582733812949,0.576271186440678,0.32432432432432434,17281.0,25471.0,363.0,570.0,20244.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1,,1,1,0.0,1.0,1.0
1,0.4316546762589928,0.1618705035971223,1.2410071942446042,1757.778776978417,4.532374100719424,1344.1510791366904,34.34352517985611,0.6666666666666666,0.4430379746835443,15784.0,24817.0,323.0,537.0,18431.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,0,,0,0,1.0,0.0,0.0
1,0.4671857619577308,0.16685205784204674,0.7341490545050056,1482.4805339265852,4.171301446051168,1432.1379310344828,37.408231368186875,0.696969696969697,0.3142857142857143,17029.0,26575.0,303.0,516.0,18441.0,1.0,0.0,2.0,0.0,0.0,1.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.16685205784204674,0.4671857619577308,0.4338153503893215,1647.9977753058956,4.838709677419355,936.2202447163515,32.03559510567297,0.43478260869565216,0.16363636363636364,15430.0,24021.0,312.0,511.0,18078.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,0.0
1,0.576271186440678,0.3389830508474576,1.3898305084745763,1487.2881355932204,2.8813559322033897,1294.7457627118645,34.610169491525426,0.7142857142857143,0.2826086956521739,16003.0,25461.0,304.0,490.0,18297.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,1,1.0,1,0,1.0,1.0,1.0
0,0.3050847457627119,0.576271186440678,0.4745762711864407,1703.864406779661,2.983050847457627,977.7627118644068,31.966101694915256,0.5,0.32075471698113206,15323.0,22882.0,312.0,468.0,18533.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,1,0.0,0.0,0.0
0,0.40643522438611346,0.30482641828958507,0.9398814563928873,2166.6807790008465,3.7595258255715494,1066.8823031329384,29.41574936494496,0.45,0.16216216216216217,17381.0,25027.0,314.0,484.0,19291.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,0,1,0.0,1.0,0.0
1,0.30482641828958507,0.40643522438611346,0.5080440304826418,2082.929720575783,3.4038950042337004,1217.4665537679932,32.28619813717189,0.5932203389830508,0.15384615384615385,15192.0,23560.0,319.0,531.0,18488.0,3.0,0.0,0.0,2.0,0.0,3.0,11.0,0,0.0,1,0,1.0,0.0,1.0
0,0.05639097744360902,0.3665413533834586,0.05639097744360902,1202.2838345864661,3.270676691729323,909.2030075187969,31.917293233082706,0.4262295081967213,0.27586206896551724,15139.0,22913.0,325.0,523.0,19892.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,0,1,0.0,1.0,0.0
1,0.3665413533834586,0.05639097744360902,1.1842105263157894,1671.1466165413533,3.3552631578947367,1211.6842105263156,33.01691729323308,0.717391304347826,0.2714285714285714,15830.0,24499.0,348.0,548.0,19909.0,1.0,3.0,1.0,0.0,0.0,2.0,9.0,0,0.0,1,0,1.0,0.0,1.0
1,0.3053435114503817,0.0,0.6870229007633588,1475.7251908396947,3.2442748091603053,1243.6488549618323,33.43511450381679,0.46875,0.20930232558139536,15960.0,25104.0,355.0,558.0,20027.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,1,1.0,0,1,1.0,1.0,1.0
0,0,0.3053435114503817,0.0,1044.0076335877864,2.8625954198473282,973.114503816794,35.38167938931298,0.4888888888888889,0.25,16002.0,24503.0,344.0,551.0,19297.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0,0.0,1,0,0.0,0.0,0.0
1,0.5558006175562418,0.3705337450374945,1.4027348919276579,2316.921041023379,3.1495368328187032,1317.8191442434938,30.93956771063079,0.5208333333333334,0.2261904761904762,16019.0,24894.0,340.0,519.0,19459.0,1.0,0.0,1.0,1.0,0.0,2.0,11.0,1,0.0,1,1,1.0,0.0,0.0
0,0.3705337450374945,0.5558006175562418,0.9792677547419497,2157.803264225849,3.493603881782091,1090.7084252315838,32.606969563299515,0.58,0.2608695652173913,15865.0,25420.0,340.0,527.0,18965.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0,1.0,0,0,0.0,1.0,1.0
0,0.19169329073482427,0.35600182565038796,0.4107713372889092,1171.4924691921497,3.614787768142401,948.6298493838431,31.602008215426746,0.4788732394366197,0.3384615384615385,15131.0,23126.0,318.0,518.0,19074.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0,1,0.0,0.0,0.0
1,0.35600182565038796,0.19169329073482427,0.6846188954815153,1635.4997717937015,3.7243267914194433,1228.4198995892289,33.710634413509815,0.796875,0.2647058823529412,16959.0,25681.0,334.0,525.0,19826.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,0,1.0,1,0,1.0,1.0,1.0
1,0.43659043659043656,0.06237006237006237,0.9979209979209979,2246.7879417879417,3.243243243243243,1260.5675675675673,34.55301455301455,0.6808510638297872,0.30158730158730157,16315.0,25203.0,325.0,529.0,19276.0,1.0,3.0,0.0,0.0,0.0,1.0,9.0,1,,1,1,1.0,1.0,1.0
0,0.06237006237006237,0.43659043659043656,0.1559251559251559,1046.6008316008315,3.43035343035343,944.4449064449062,33.49272349272349,0.36538461538461536,0.1320754716981132,14695.0,23491.0,316.0,523.0,17826.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,,0,0,0.0,0.0,0.0
1,0.4334738109572547,0.03612281757977122,1.0836845273931366,1526.5502709211319,3.576158940397351,1295.4292594822396,34.786273329319684,0.5652173913043478,0.3404255319148936,17645.0,27448.0,320.0,523.0,18628.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1,0.0,1,1,1.0,1.0,1.0
0,0.03612281757977122,0.4334738109572547,0.14449127031908487,946.4900662251656,3.359422034918724,903.0270921131848,33.558097531607466,0.42105263157894735,0.21311475409836064,16046.0,24013.0,342.0,531.0,18952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,0,0.0,0.0,0.0
1,0.335195530726257,0.09577015163607343,0.8619313647246608,1730.1356743814845,3.5434956105347166,1248.8140462889066,33.95051875498803,0.6388888888888888,0.3625,15600.0,24254.0,346.0,550.0,19587.0,1.0,1.0,0.0,3.0,1.0,1.0,10.0,1,1.0,1,1,1.0,0.0,1.0
0,0.09577015163607343,0.335195530726257,0.23942537909018358,1630.582601755786,3.63926576217079,996.8427773343974,34.357541899441344,0.45588235294117646,0.35,15956.0,24447.0,357.0,566.0,20098.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,1.0,0.0
1,0.2945990180032733,0.09819967266775777,0.851063829787234,1090.834697217676,3.306055646481178,1301.256955810147,34.173486088379704,0.6875,0.35294117647058826,16953.0,27325.0,353.0,561.0,19555.0,1.0,0.0,2.0,0.0,0.0,2.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.09819967266775777,0.2945990180032733,0.1636661211129296,1338.2651391162028,3.2405891980360066,871.076923076923,31.849427168576103,0.4,0.23214285714285715,15955.0,23411.0,312.0,488.0,18224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
0,0.2564102564102564,0.3418803418803419,0.5698005698005698,1568.4330484330483,3.618233618233618,1091.903133903134,34.27350427350427,0.5660377358490566,0.26785714285714285,15802.0,23865.0,345.0,542.0,18659.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1,0.0,0,0,1.0,1.0,1.0
1,0.3418803418803419,0.2564102564102564,0.9401709401709402,1277.037037037037,3.618233618233618,1105.4074074074074,31.737891737891736,0.54,0.2727272727272727,15490.0,23062.0,332.0,508.0,19093.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0,1.0,1,1,0.0,0.0,0.0
1,0.5792437650844731,0.28962188254223653,1.3032984714400644,2609.300080450523,2.9927594529364443,1183.679806918745,29.903459372485923,0.5967741935483871,0.2375,16089.0,24929.0,286.0,481.0,18403.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,1,1.0,0,1,1.0,1.0,1.0
0,0.28962188254223653,0.5792437650844731,0.7481898632341111,2359.1391794046663,4.006436041834272,1019.005631536605,30.796460176991154,0.5576923076923077,0.3611111111111111,16478.0,24993.0,317.0,520.0,19136.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0,0.0,1,0,0.0,0.0,0.0
1,0.5139186295503212,0.19271948608137046,1.3490364025695931,2162.0877944325484,2.955032119914347,1310.7944325481799,32.6017130620985,0.6046511627906976,0.16981132075471697,16824.0,28297.0,349.0,518.0,19593.0,1.0,0.0,2.0,1.0,0.0,1.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.19271948608137046,0.5139186295503212,0.5460385438972163,1184.8072805139186,3.0835117773019274,926.6723768736617,31.059957173447536,0.4883720930232558,0.1836734693877551,15375.0,23467.0,325.0,477.0,18192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,0.0
0,0.29896512073591414,0.48294365657339977,0.8968953622077425,2363.5032579532385,3.886546569566884,1058.801073208126,31.966270601763128,0.5483870967741935,0.32926829268292684,15199.0,24289.0,333.0,526.0,18570.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1,0.0,0,0,0.0,0.0,0.0
