result,kpm,dpm,apm,dmgpm,wpm,earnedgpm,cspm,visiblewardclearrate,invisiblewardclearrate,goldat10,goldat15,csat10,csat15,xpat10,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,teambaronkills,teamtowerkills,side,herald,fd,fb,ft,firstmidouter,firsttothreetowers
1,0.5287452790600083,0.4532102391942929,1.1582039446076373,2050.6504406210656,4.9097775912715065,1319.7079311791858,34.87201007133865,0.5789473684210527,0.31521739130434784,15881.0,24135.0,322.0,521.0,18720.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0,0.0,0,0,0.0,0.0,0.0
0,0.241240666283745,0.48248133256749,0.31016657093624356,1387.0993681792074,3.85985066053992,967.9195864445721,34.60080413555428,0.5952380952380952,0.43859649122807015,15322.0,23494.0,339.0,499.0,18841.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0,1,0.0,0.0,0.0
1,0.48248133256749,0.241240666283745,1.4474439977024698,1604.3882825962091,3.9632395175186677,1288.4250430786904,35.772544514646754,0.8181818181818182,0.22,14867.0,25295.0,328.0,510.0,18423.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,0,1.0,1,0,1.0,1.0,1.0
1,0.4397905759162304,0.09424083769633508,1.162303664921466,1615.9476439790576,4.272251308900524,1279.6335078534032,35.87434554973822,0.7659574468085106,0.2962962962962963,16053.0,25013.0,332.0,546.0,18569.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,1,1.0,1,0,1.0,1.0,1.0
0,0.09424083769633508,0.4397905759162304,0.2198952879581152,1219.8534031413612,3.7382198952879584,895.7905759162304,33.80104712041885,0.5208333333333334,0.3088235294117647,15069.0,22975.0,325.0,529.0,18146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,1,0.0,0.0,0.0
0,0.12131014961585118,0.4367165386170643,0.09704811969268096,1243.2591993530125,4.731095835018197,1103.3255155681359,38.479579458147995,0.569620253164557,0.42696629213483145,16162.0,24518.0,329.0,544.0,18607.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1,1.0,0,1,1.0,1.0,1.0
1,0.4367165386170643,0.12131014961585118,0.9947432268499797,1377.6465830974523,4.0760210270926,1334.372826526486,37.436312171451675,0.527027027027027,0.24468085106382978,15093.0,23086.0,313.0,531.0,18587.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,0,0.0,1,0,0.0,0.0,0.0
1,0.38980509745127434,0.1199400299850075,0.6296851574212893,1517.1814092953523,4.257871064467766,1159.8740629685158,34.872563718140924,0.532258064516129,0.3287671232876712,15144.0,23640.0,323.0,538.0,17561.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1,1.0,0,1,0.0,1.0,0.0
0,0.1199400299850075,0.38980509745127434,0.1199400299850075,1260.3298350824587,4.0479760119940025,998.8845577211393,36.28185907046477,0.44680851063829785,0.38235294117647056,14516.0,23913.0,322.0,541.0,17982.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0,0.0,1,0,1.0,0.0,1.0
0,0.271985494106981,0.6799637352674525,0.5983680870353582,1603.517679057117,3.100634632819583,1079.1242067089754,33.56300997280145,,,,,,,,,,,,,,,1,,,,,,
1,0.6799637352674525,0.271985494106981,1.6047144152311876,2327.271078875793,3.4814143245693563,1316.649138712602,33.56300997280145,,,,,,,,,,,,,,,0,,,,,,
0,0.1044841097083152,0.2873313016978668,0.3134523291249456,1308.6373530692208,3.3173704832390074,977.2033086634741,32.54680017414019,0.5531914893617021,0.325,15093.0,21975.0,322.0,479.0,19068.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1,1.0,0,0,0.0,0.0,0.0
1,0.2873313016978668,0.1044841097083152,0.522420548541576,1649.6734871571616,3.3173704832390074,1269.8894209838923,33.27818894209839,0.6296296296296297,0.3287671232876712,17013.0,26532.0,332.0,535.0,19067.0,0.0,1.0,2.0,1.0,0.0,1.0,9.0,0,0.0,1,1,1.0,1.0,1.0
1,0.4440789473684211,0.1480263157894737,1.0608552631578947,2064.8684210526317,3.009868421052632,1223.501644736842,34.51480263157895,0.7230769230769231,0.3114754098360656,15634.0,23222.0,331.0,529.0,18743.0,0.0,2.0,0.0,2.0,1.0,0.0,10.0,1,1.0,1,1,0.0,1.0,0.0
0,0.1480263157894737,0.4440789473684211,0.3207236842105263,1888.6677631578948,3.1085526315789473,979.6776315789474,30.9375,0.5882352941176471,0.30985915492957744,15480.0,23816.0,323.0,522.0,19132.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.0,0,0,1.0,0.0,1.0
0,0.14814814814814814,0.16666666666666666,0.2777777777777778,1247.5925925925926,3.814814814814815,1093.3518518518517,33.81481481481482,0.6666666666666666,0.3211009174311927,16757.0,26888.0,337.0,553.0,19976.0,0.0,1.0,3.0,0.0,1.0,1.0,10.0,1,1.0,1,1,1.0,1.0,1.0
1,0.16666666666666666,0.14814814814814814,0.2777777777777778,2117.962962962963,3.5185185185185186,1228.5925925925926,35.37037037037037,0.6623376623376623,0.2413793103448276,14854.0,23403.0,330.0,526.0,18902.0,0.0,0.0,0.0,1.0,2.0,3.0,11.0,0,0.0,0,0,0.0,0.0,0.0
0,0.3848051307350765,0.5032067094227923,0.799210656142082,1626.334484459793,3.759250123334978,1039.0804144055255,30.962012826837693,0.45,0.3188405797101449,16172.0,24903.0,312.0,498.0,17745.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1.0,0,1,0.0,0.0,0.0
1,0.5032067094227923,0.3848051307350765,1.2432165762210163,1843.7197829304391,3.2264430192402567,1218.6956092747905,32.76763690182536,0.5,0.22448979591836735,16075.0,25559.0,316.0,506.0,18776.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,0,0.0,1,0,1.0,1.0,1.0
0,0.1850709438618137,0.4441702652683529,0.3701418877236274,1457.8408389882788,2.850092535471931,1018.9932140653917,34.83035163479334,0.4864864864864865,0.3409090909090909,15130.0,24606.0,329.0,545.0,18492.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,0,0,1.0,0.0,0.0
1,0.4441702652683529,0.1850709438618137,0.6662553979025293,2155.8914250462676,3.5163479333744605,1315.1067242442937,36.162862430598395,0.6896551724137931,0.4375,16150.0,24847.0,323.0,530.0,18777.0,2.0,1.0,0.0,1.0,0.0,1.0,10.0,0,0.0,1,1,0.0,1.0,1.0
0,0.18674966651845265,0.5869275233437083,0.3734993330369053,1670.955980435749,3.815028901734104,1035.9857714539794,34.441974210760335,0.6,0.35,15830.0,25228.0,341.0,541.0,19187.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1,0.0,1,1,0.0,0.0,0.0
1,0.5869275233437083,0.18674966651845265,1.200533570475767,2656.433970653624,3.7616718541574032,1387.208537127612,35.242329924410846,0.6829268292682927,0.2564102564102564,14985.0,24271.0,316.0,500.0,18511.0,1.0,1.0,1.0,0.0,0.0,2.0,10.0,0,1.0,0,0,1.0,1.0,1.0
0,0.12820512820512822,0.811965811965812,0.25641025641025644,1245.5555555555557,2.5641025641025643,895.8632478632478,32.90598290598291,0.4782608695652174,0.28205128205128205,14401.0,22450.0,308.0,520.0,17184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0
1,0.811965811965812,0.12820512820512822,1.9230769230769231,2068.3333333333335,2.64957264957265,1551.717948717949,36.70940170940171,0.85,0.325,17947.0,28524.0,333.0,554.0,20336.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0,1.0,1,1,1.0,1.0,1.0
1,0.3676148796498906,0.1838074398249453,0.7089715536105032,1880.2713347921224,3.361050328227571,1321.6805251641138,35.39606126914661,0.68,0.24358974358974358,16377.0,25050.0,341.0,546.0,19787.0,0.0,1.0,2.0,0.0,1.0,2.0,11.0,1,1.0,0,1,1.0,1.0,0.0
0,0.1838074398249453,0.3676148796498906,0.15754923413566738,1605.6630196936542,3.361050328227571,1113.164113785558,34.84463894967177,0.5283018867924528,0.29333333333333333,15419.0,24129.0,344.0,563.0,18371.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0,0.0,1,0,0.0,0.0,1.0
1,0.45348837209302323,0.1744186046511628,1.0813953488372092,2210.232558139535,3.0,1203.7325581395348,33.97674418604651,0.6857142857142857,0.19607843137254902,15017.0,22873.0,342.0,514.0,18317.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,1,1.0,1,1,1.0,1.0,1.0
0,0.1744186046511628,0.45348837209302323,0.3488372093023256,1686.139534883721,3.488372093023256,886.6046511627907,31.95348837209302,0.5,0.24,14760.0,24006.0,316.0,500.0,18382.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0.0,0.0
1,0.44609665427509293,0.09559214020180563,1.051513542219862,1908.7838555496548,3.664365374402549,1311.8236856080723,37.026022304832715,0.6410256410256411,0.24528301886792453,15645.0,23823.0,336.0,534.0,18934.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,1,1.0,1,1,1.0,1.0,1.0
0,0.09559214020180563,0.44609665427509293,0.3186404673393521,1427.6686139139672,2.931492299522039,901.3828996282529,33.74402549123739,0.4772727272727273,0.3076923076923077,14496.0,21797.0,310.0,492.0,18282.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0.0,0.0
0,0.3003003003003003,0.3603603603603604,0.6306306306306307,1666.0960960960963,3.8138138138138142,1053.2852852852855,31.141141141141144,0.423728813559322,0.25,14828.0,23507.0,328.0,484.0,18556.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,1.0,1,1,0.0,0.0,1.0
1,0.3303303303303304,0.3003003003003003,0.6906906906906908,1975.4954954954956,3.543543543543544,1173.1951951951953,32.7027027027027,0.5087719298245614,0.2830188679245283,15446.0,24800.0,341.0,531.0,18822.0,2.0,0.0,2.0,0.0,0.0,2.0,7.0,0,0.0,0,0,1.0,1.0,0.0
1,0.4878048780487805,0.20086083213773315,1.2338593974175036,2008.4648493543757,3.1563845050215207,1318.38737446198,35.1506456241033,0.5510204081632653,0.3055555555555556,15954.0,25914.0,336.0,509.0,18420.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,1,0.0,0,0,0.0,1.0,0.0
0,0.20086083213773315,0.4878048780487805,0.3730272596843615,1333.4863701578192,3.443328550932568,1101.400286944046,34.69153515064562,0.5869565217391305,0.171875,17190.0,26539.0,328.0,510.0,19721.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0,1.0,1,1,1.0,0.0,1.0
0,0.24291497975708504,0.46153846153846156,0.5587044534412956,1798.2995951417006,3.376518218623482,1042.761133603239,33.27935222672065,0.484375,0.2597402597402597,15116.0,23286.0,319.0,518.0,18868.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,0,1,0.0,0.0,0.0
1,0.46153846153846156,0.24291497975708504,1.0931174089068827,1976.3076923076924,3.425101214574899,1196.1376518218626,30.21862348178138,0.4264705882352941,0.19718309859154928,14696.0,23968.0,325.0,508.0,18424.0,0.0,1.0,1.0,3.0,0.0,2.0,11.0,0,1.0,1,0,1.0,1.0,1.0
1,0.3888888888888889,0.16666666666666666,0.8333333333333334,1897.8055555555557,4.0,1246.611111111111,32.25,0.5230769230769231,0.3157894736842105,15847.0,25618.0,313.0,520.0,18924.0,2.0,1.0,2.0,0.0,0.0,2.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.1388888888888889,0.3888888888888889,0.25,2339.4444444444443,3.361111111111111,928.9166666666667,32.138888888888886,0.2857142857142857,0.3466666666666667,15427.0,23201.0,332.0,531.0,18383.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0.0,0,0,0.0,0.0,0.0
0,0.30783582089552236,0.47574626865671643,0.503731343283582,1931.0541044776119,3.386194029850746,1213.4384328358208,35.401119402985074,0.4,0.26229508196721313,16656.0,27032.0,328.0,521.0,18887.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1,0.0,0,0,0.0,0.0,0.0
1,0.47574626865671643,0.30783582089552236,1.1194029850746268,2076.856343283582,4.281716417910448,1218.5597014925372,33.02238805970149,0.5535714285714286,0.35384615384615387,15097.0,24212.0,298.0,477.0,17920.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,0,1.0,1,1,1.0,1.0,1.0
1,0.2743484224965706,0.1371742112482853,0.6310013717421125,2230.3429355281205,4.279835390946502,1307.753086419753,36.35116598079561,0.603448275862069,0.3384615384615385,17117.0,26340.0,337.0,551.0,19067.0,1.0,1.0,2.0,0.0,0.0,2.0,11.0,1,1.0,1,1,1.0,1.0,1.0
0,0.1371742112482853,0.2743484224965706,0.3017832647462277,1886.4746227709188,3.3744855967078187,969.5363511659807,34.67764060356653,0.3448275862068966,0.2191780821917808,13792.0,21917.0,289.0,493.0,16879.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0.0,0.0
0,0.43070127001656544,0.36443953616786307,0.8282716731087797,1659.9558255107675,2.7498619547211485,1247.6686913307562,33.4621755935947,0.5365853658536586,0.288135593220339,15072.0,24610.0,339.0,550.0,18635.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,1,0.0,1,0,0.0,0.0,1.0
1,0.36443953616786307,0.43070127001656544,0.7620099392600773,1886.4715626725565,3.3130866924351188,1245.7139701822196,34.48923246824958,0.6388888888888888,0.0851063829787234,15630.0,25551.0,325.0,532.0,18663.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0,1.0,0,1,1.0,1.0,0.0
1,0.5590851334180432,0.35578144853875476,0.8386277001270648,1960.7115628970773,3.303684879288437,1284.6709021601016,31.893265565438373,0.4626865671641791,0.13432835820895522,15587.0,24028.0,319.0,506.0,19193.0,1.0,0.0,1.0,1.0,0.0,2.0,11.0,1,1.0,1,1,1.0,1.0,0.0
0,0.35578144853875476,0.5590851334180432,0.96569250317662,1966.6581956797966,3.9898348157560353,1156.7166454891997,30.622617534942822,0.5217391304347826,0.3333333333333333,15391.0,24130.0,310.0,484.0,18916.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0,0.0,0,0,0.0,0.0,1.0
1,0.5934718100890207,0.2670623145400593,1.602373887240356,2008.9317507418396,3.7388724035608307,1284.4094955489613,33.05637982195845,0.54,0.2413793103448276,16504.0,26265.0,309.0,484.0,18237.0,3.0,2.0,0.0,0.0,0.0,1.0,9.0,1,1.0,1,1,1.0,1.0,1.0
0,0.2670623145400593,0.5934718100890207,0.6528189910979227,1411.721068249258,3.5905044510385755,972.8664688427299,31.958456973293767,0.4583333333333333,0.19402985074626866,15888.0,22862.0,310.0,481.0,18011.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,0.0
1,0.34965034965034963,0.17482517482517482,0.8041958041958042,1469.4055944055942,2.937062937062937,1171.6713286713284,35.03496503496503,0.6739130434782609,0.27906976744186046,15299.0,23529.0,334.0,508.0,18603.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,1,1.0,1,0,1.0,1.0,1.0
0,0.13986013986013984,0.34965034965034963,0.34965034965034963,1149.5454545454545,3.6713286713286712,825.3426573426573,31.78321678321678,0.6,0.24489795918367346,14833.0,22958.0,308.0,490.0,17759.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,1,0.0,0.0,0.0
1,0.6081081081081081,0.3474903474903475,1.3030888030888033,2015.0386100386102,3.6486486486486487,1256.8610038610038,31.911196911196914,0.6545454545454545,0.14754098360655737,15311.0,23665.0,309.0,506.0,17815.0,2.0,2.0,0.0,1.0,0.0,1.0,8.0,1,1.0,1,1,1.0,1.0,1.0
0,0.3474903474903475,0.6081081081081081,0.8397683397683399,1788.6776061776063,3.3590733590733595,981.0115830115833,28.986486486486488,0.5471698113207547,0.3561643835616438,14721.0,21924.0,306.0,469.0,17976.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0,0,0.0,0.0,0.0
1,0.44466403162055335,0.23715415019762845,0.8596837944664031,1846.2154150197628,2.994071146245059,1310.5494071146245,36.49209486166008,0.5789473684210527,0.24561403508771928,15701.0,23489.0,343.0,530.0,19128.0,0.0,2.0,0.0,1.0,0.0,1.0,11.0,1,0.0,1,0,1.0,1.0,1.0
0,0.23715415019762845,0.44466403162055335,0.5928853754940712,1723.7252964426877,3.883399209486166,1010.0158102766799,33.972332015810274,0.325,0.36065573770491804,15578.0,24362.0,331.0,521.0,18407.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0,1,0.0,0.0,0.0
0,0.19319227230910763,0.30358785648574055,0.4967801287948482,1807.506899724011,4.112235510579577,926.7764489420422,32.26310947562097,0.6415094339622641,0.3287671232876712,14071.0,21781.0,306.0,504.0,17340.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0.0,0,0,0.0,1.0,0.0
1,0.30358785648574055,0.19319227230910763,0.9107635694572217,1441.0487580496779,3.4774609015639375,1186.8960441582335,35.24379024839006,0.5161290322580645,0.1791044776119403,15325.0,24422.0,331.0,554.0,18510.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0,1.0,1,1,1.0,0.0,1.0
0,0.10118043844856661,0.4721753794266442,0.26981450252951095,1113.4232715008432,3.473861720067454,848.7419898819561,32.98482293423272,0.375,0.14925373134328357,14748.0,21676.0,330.0,502.0,17983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,0.0
1,0.4721753794266442,0.10118043844856661,1.0792580101180438,1428.1281618887017,4.283305227655987,1281.6930860033729,35.68296795952782,0.7045454545454546,0.4166666666666667,15017.0,24877.0,309.0,497.0,17923.0,0.0,2.0,0.0,2.0,0.0,1.0,9.0,0,1.0,1,1,1.0,1.0,1.0
1,0.565410199556541,0.36585365853658536,1.4634146341463414,1797.638580931264,3.8248337028824833,1343.8536585365855,34.02439024390244,0.6078431372549019,0.48333333333333334,15354.0,23686.0,318.0,501.0,18336.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1,0.0,1,1,0.0,1.0,1.0
0,0.36585365853658536,0.565410199556541,0.9645232815964523,1893.9578713968958,3.6917960088691797,1000.5166297117516,31.23059866962306,0.44,0.24615384615384617,14965.0,24675.0,322.0,475.0,17832.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0,0,1.0,0.0,0.0
0,0.03584229390681004,0.43010752688172044,0.10752688172043011,1399.605734767025,4.050179211469534,928.1075268817206,35.30465949820788,0.4583333333333333,0.19230769230769232,15213.0,23207.0,333.0,534.0,18271.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,0,0,0.0,0.0,0.0
1,0.43010752688172044,0.03584229390681004,1.1469534050179213,1454.2652329749105,3.5842293906810037,1242.516129032258,35.483870967741936,0.6052631578947368,0.25806451612903225,14788.0,23644.0,321.0,533.0,17899.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,0,0.0,1,1,1.0,1.0,1.0
0,0.2027027027027027,0.6081081081081081,0.5675675675675675,1213.9459459459458,3.364864864864865,928.7432432432431,33.77027027027027,0.2777777777777778,0.2962962962962963,14485.0,23403.0,317.0,530.0,17694.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0.0
1,0.6081081081081081,0.2027027027027027,1.662162162162162,1835.3513513513512,4.0540540540540535,1304.6351351351352,33.689189189189186,0.48484848484848486,0.3,15908.0,26481.0,331.0,524.0,18834.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0,1.0,0,1,1.0,1.0,1.0
1,0.2860548271752086,0.10727056019070322,0.7508939213349226,2248.4624553039334,3.0393325387365913,1217.1418355184744,36.29320619785459,0.5882352941176471,0.2786885245901639,15668.0,24596.0,356.0,554.0,19597.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,1,1.0,1,1,1.0,1.0,1.0
0,0.10727056019070322,0.2860548271752086,0.21454112038140644,1249.6305125148988,3.396901072705602,826.4266984505364,32.216924910607865,0.4857142857142857,0.28,15074.0,22706.0,343.0,510.0,19232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
1,0.48300536672629696,0.10733452593917711,1.2611806797853309,2209.3470483005367,3.8640429338103757,1267.695885509839,34.42754919499106,0.6290322580645161,0.2777777777777778,16267.0,24450.0,350.0,566.0,19324.0,0.0,1.0,2.0,0.0,0.0,2.0,11.0,1,0.0,1,1,0.0,0.0,1.0
0,0.10733452593917711,0.48300536672629696,0.24150268336314848,1673.8550983899822,3.595706618962433,1010.6833631484794,35.12522361359571,0.5714285714285714,0.2962962962962963,16147.0,23835.0,349.0,549.0,19391.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0,1.0,0,0,1.0,1.0,0.0
1,0.9102902374670185,0.316622691292876,2.058047493403694,2100.7519788918207,3.16622691292876,1379.1213720316623,31.02902374670185,0.5652173913043478,0.18421052631578946,17565.0,26902.0,275.0,472.0,18627.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1,0.0,0,0,0.0,1.0,1.0
0,0.316622691292876,0.9102902374670185,0.316622691292876,1392.9419525065964,2.4142480211081794,948.0791556728233,32.4934036939314,0.375,0.3,17489.0,25514.0,300.0,497.0,18536.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,1.0,1,1,1.0,0.0,0.0
1,0.30817858553931254,0.2607664954563414,0.5689450809956539,1726.8194389569342,3.5796128012643225,1137.6483603318845,33.09363887791387,0.7101449275362319,0.41935483870967744,15704.0,24169.0,343.0,513.0,19547.0,0.0,2.0,0.0,1.0,0.0,1.0,9.0,1,1.0,1,1,1.0,1.0,1.0
0,0.2607664954563414,0.30817858553931254,0.6163571710786251,1752.303437376531,3.840379296720664,1082.6977479257212,32.90399051758199,0.5657894736842105,0.44,15097.0,22637.0,325.0,504.0,18512.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0,0.0,0,0,0.0,0.0,0.0
1,0.5730337078651685,0.06741573033707865,1.146067415730337,1577.3932584269662,3.9775280898876404,1377.876404494382,37.04494382022472,0.7894736842105263,0.31666666666666665,16587.0,27104.0,332.0,541.0,19578.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0,1,1.0,1,1,1.0,1.0,1.0
0,0.06741573033707865,0.5730337078651685,0.1348314606741573,1045.887640449438,3.303370786516854,808.6853932584269,32.19101123595505,0.4772727272727273,0.15517241379310345,15245.0,22545.0,332.0,514.0,18560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
1,0.24514811031664965,0.15321756894790603,0.45965270684371806,1652.9724208375894,3.861082737487232,1095.1195097037794,32.4514811031665,0.4528301886792453,0.22857142857142856,14999.0,22574.0,341.0,496.0,19044.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,1,0.0,1,0,1.0,1.0,1.0
0,0.15321756894790603,0.24514811031664965,0.27579162410623087,1059.0704800817161,3.769152196118488,1046.1511746680287,36.128702757916244,0.6607142857142857,0.3142857142857143,15864.0,24206.0,346.0,531.0,19995.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0,1.0,0,1,0.0,0.0,0.0
1,0.548868560423688,0.14443909484833894,1.386615310544054,1905.7871930669235,3.582089552238806,1289.1362542128068,35.50312951372171,0.6610169491525424,0.40350877192982454,16104.0,24975.0,360.0,541.0,19640.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1,0.0,0,0,0.0,1.0,1.0
0,0.14443909484833894,0.548868560423688,0.14443909484833894,1579.6148290804044,3.813192103996148,1037.0033702455464,35.387578237843044,0.5409836065573771,0.31746031746031744,15289.0,24008.0,328.0,524.0,18553.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0,1.0,1,1,1.0,0.0,0.0
1,0.6266318537859008,0.1566579634464752,1.6919060052219321,1902.9242819843341,4.16710182767624,1275.6971279373365,33.24281984334203,0.7619047619047619,0.38596491228070173,14615.0,21967.0,323.0,502.0,18438.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,1,0.0,0,0,0.0,1.0,1.0
0,0.1566579634464752,0.6266318537859008,0.4073107049608355,1278.9556135770235,3.101827676240209,997.5352480417754,35.3733681462141,0.6041666666666666,0.3728813559322034,15789.0,23438.0,351.0,534.0,19134.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,1.0,1,1,1.0,0.0,0.0
1,0.28037383177570097,0.023364485981308414,0.8177570093457944,1897.873831775701,3.7149532710280377,1141.2710280373833,30.864485981308416,0.5151515151515151,0.3157894736842105,14211.0,22142.0,302.0,493.0,17880.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,1,1.0,0,0,0.0,0.0,0.0
0,0.023364485981308414,0.28037383177570097,0.04672897196261683,1626.5654205607477,3.7616822429906542,1077.7429906542056,36.79906542056075,0.6438356164383562,0.38372093023255816,16176.0,26766.0,349.0,584.0,19214.0,0.0,3.0,0.0,2.0,1.0,0.0,5.0,0,0.0,1,1,1.0,1.0,1.0
0,0.30269058295964124,0.5381165919282511,0.7399103139013453,1712.152466367713,3.3632286995515694,954.7600896860986,30.10089686098655,0.5319148936170213,0.14814814814814814,14928.0,24117.0,305.0,465.0,18003.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0.0,1,1,1.0,1.0,0.0
1,0.5381165919282511,0.30269058295964124,1.311659192825112,2135.3475336322867,3.396860986547085,1252.8094170403588,30.840807174887892,0.5135135135135135,0.2698412698412698,13673.0,21206.0,284.0,443.0,17021.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,0,1.0,0,0,0.0,0.0,1.0
0,0.19631901840490798,0.4171779141104294,0.36809815950920244,1924.8343558282209,3.4846625766871164,979.8036809815951,31.36196319018405,0.5857142857142857,0.3013698630136986,15754.0,24701.0,328.0,517.0,18729.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1,1.0,1,1,1.0,1.0,1.0
1,0.4171779141104294,0.19631901840490798,0.7852760736196319,1909.20245398773,3.5092024539877302,1291.7791411042945,34.23312883435583,0.6,0.4126984126984127,14363.0,22383.0,313.0,503.0,18276.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,0,0.0,0,0,0.0,0.0,0.0
1,0.5050505050505051,0.45454545454545453,1.3131313131313131,2108.8888888888887,3.8636363636363633,1205.979797979798,31.136363636363637,0.7068965517241379,0.28378378378378377,15170.0,22601.0,325.0,482.0,17873.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1,1.0,0,0,1.0,0.0,0.0
0,0.45454545454545453,0.5050505050505051,1.2373737373737372,1787.5252525252524,3.333333333333333,980.7525252525252,28.055555555555554,0.5,0.2875,15195.0,24229.0,327.0,467.0,18016.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0,0.0,1,1,0.0,1.0,1.0
1,0.35355285961871746,0.3119584055459272,0.6655112651646446,2078.2461005199307,3.4731369150779896,1180.1594454072788,28.845753899480066,0.6388888888888888,0.25925925925925924,16809.0,26441.0,299.0,491.0,19046.0,0.0,1.0,2.0,1.0,0.0,4.0,11.0,1,0.0,1,1,1.0,1.0,1.0
0,0.3119584055459272,0.35355285961871746,0.8110918544194107,1827.5147313691507,4.180242634315424,1204.637781629116,33.27556325823224,0.6266666666666667,0.30434782608695654,14434.0,22958.0,296.0,472.0,17446.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0,1.0,0,0,0.0,0.0,0.0
1,0.5610753945061367,0.2104032729398013,1.402688486265342,1741.928696668615,3.576855639976622,1345.030976037405,33.27878433664524,0.6428571428571429,0.34615384615384615,15142.0,23917.0,315.0,466.0,18324.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,1,1.0,1,1,1.0,1.0,1.0
